text_translated,polarity,llm_predicted_emotion,llm_confidence,llm_reason,human_verdict_CORRECT_or_actual_emotion,notes
"@ knic26 ମୁଁ ଦକ୍ଷିଣ! LOL! ଆହା, ତୁମେ ମୋତେ କେତେ ଭଲ ଭାବରେ ଜାଣିଛ, ଡାରଲିନ୍ '!",4,happy,high,exclamation and positive language,,
ଟିକିଏ ସର୍ବେକ୍ଷଣର ଉତ୍ତର |,4,happy,high,positive sentiment,,
@vaninais umm ଷ୍ଟାର୍ ଟ୍ରେକ୍? nah jokesss ସମସ୍ତ ଭଲ ଜିନିଷ ବିଷୟରେ ଚିନ୍ତା କର ଯାହା ତୁମର ଏକାଗ୍ରତା ଏବଂ କଠିନ ପରିଶ୍ରମରୁ ବାହାରିବ |,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5796, Requested 533. Please try again in 3.29s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@ danceforlife7 ମୁଁ କେବଳ ଜାକକୁ ମେସେଜ୍ କରିଛି | ମୁଁ ଅନୁମାନ କରୁଛି ଆଜି ରାତିରେ ମୁଁ ତୁମକୁ ଦେଖିବି ଭଲ ଜିନିଷ ତୁମେ ଏହା ବିଷୟରେ ଟ୍ୱିଟ୍ କରିଛ, ନଚେତ୍ ମୁଁ କେବେବି ଦେଖାଇବି ନାହିଁ |",4,happy,high,anticipating seeing someone,,
"ମୁଁ ନୂଆ ଲୁକରେ ଏକ ସ୍କର୍ଟକୁ ଭଲପାଏ, ଓ oh କାହିଁକି ଏହା ପୂର୍ବରୁ ଦେୟ ହୋଇପାରିବ ନାହିଁ |",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5829, Requested 474. Please try again in 3.03s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"କେତେ ହୃଦୟ ବିଦାରକ! ମୁଁ ଜାଣେ ନାହିଁ ସେ ନିଜ ପାଇଁ ଯତ୍ନ ନେଇ ପାରିବେ କି, ଆମେ ତଥାପି ତାଙ୍କୁ ଶିଶୁ ସୂତ୍ର ଖାଇବାକୁ ଦେଉଛୁ | ଏବଂ ଯଦି ବର୍ଷା ହୁଏ ତେବେ କଣ ହେବ? ଆଶା କରୁଛି ସେ ଶୀଘ୍ର ଫେରିବେ |",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5591, Requested 672. Please try again in 2.63s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa ମୁଁ ମଧ୍ୟ ବହୁତ ଚାହେଁ,0,angry,high,excessive use of 'a's and frustrated tone,,
@mileycyrus yaaahh ତୁମେ ଜିତିବ କାରଣ ସମସ୍ତେ ତୁମକୁ ଭଲ ପାଆନ୍ତି ଏବଂ ତୁମକୁ ଭୋଟ୍ ଦେବେ !! ପ୍ରତିଦିନ ମେ ପରି;) & lt; 33 ମୁଁ ତୁମକୁ ଭଲ ପାଏ â ¥,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5871, Requested 530. Please try again in 4.01s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"ଭାବପ୍ରବଣ ଦିନ! ଏଲ୍ସ ଏବଂ ଜାରଭିସ୍ କକରର ନୂତନ ସଂଗୀତ! ଆହୁରି ମଧ୍ୟ: ବ୍ଲୋ, ଅନ୍ଧ ପାଇଲଟ୍ ଏବଂ ପଲ୍ପ (ଏହାକୁ ପାଇବା ପାଇଁ କାମ କରୁଛି ...)! & lt; 3 ଇମ୍ୟୁଜିକ୍ ଦିନ!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5687, Requested 600. Please try again in 2.87s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@ 8 ଚକୋଲେଟ୍ ଲୋଲ୍ - ସେଥିପାଇଁ ମୋତେ ଦିନକୁ 5 ମାଇଲ୍ ଚାଲିବାକୁ ପଡିବ ଏବଂ ପ୍ରତିଦିନ ଜଳଖିଆ ପାଇଁ ଫଳ ଏବଂ ଦହି ଖାଇବାକୁ ପଡିବ |,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5896, Requested 544. Please try again in 4.4s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@ ନକ୍କମ୍ପ ଆଶା କରୁଛି ଗତ ରାତି ଅପେକ୍ଷା ଆଜି ରାତି ଭଲ ହେବ! ମୁଁ ଗ୍ରୀଙ୍କେଙ୍କ ଯନ୍ତ୍ରଣା # ରୟାଲ୍ସ ଅନୁଭବ କଲି |,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5877, Requested 522. Please try again in 3.99s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@ ଶେଲିୱାଜୁଜୁ ଲୋଲ ଧନ୍ୟବାଦ |,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5968, Requested 355. Please try again in 3.23s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ହ୍ରଦ ଉପରେ ଗତ କିଛି ଘଣ୍ଟା ବିତାଇବା ପରେ ଘରକୁ ଯାଉଥିଲେ |,0,stressed,high,concern about returning home,,
@ କିମକାର୍ଡାଶିଆନ୍ ମଧ୍ୟ!,0,angry,high,exclamation mark and question,,
