text_translated,polarity,llm_predicted_emotion,llm_confidence,llm_reason,human_verdict_CORRECT_or_actual_emotion,notes
যানজটে আটকা পড়ে। 95S এর উপর পাকা করা,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5961, Requested 339. Please try again in 3s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ছেলে পড়া শুনছি,4,happy,high,listening to child,,
আমার নিদারুণভাবে কিছু মৌলিক সময় ব্যবস্থাপনা দক্ষতা শিখতে হবে!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5869, Requested 374. Please try again in 2.43s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@shaki_sm আমি দেখব। আপনি কি গ্লাসগোর কেন্দ্রে থাকেন? আমি বেলশিলে জন্মগ্রহণ করেছি &amp; বোথওয়েলে বড় হয়েছেন। আমি Tunnocks পাই মিস করি,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5913, Requested 439. Please try again in 3.52s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
মাদ্রিদ থেকে ফিরে একটি সুন্দর সময় ছিল লজ্জা! কিন্তু এক কাপ চা সহজলভ্য আবার পাওয়া ভালো...,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5870, Requested 400. Please try again in 2.699999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@তাতিয়ানাটোট হ্যাঁ ম্যাম.. লক করা &amp;&amp; লোড আমাকে এখন TN তে একটি ট্রিপ করাতে হবে।,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5886, Requested 385. Please try again in 2.71s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
আমি এইমাত্র Engadget-এ একটি পোস্ট দেখেছি যাতে Nintendo Powerglove-এর একটি ছবি ছিল।  আমি একটি ছিল না.,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5863, Requested 390. Please try again in 2.53s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@MelFresh27 আপনি যাই সিদ্ধান্ত নিন, আপনি কি আমার উপায় পাঠাতে পারেন? আমি সত্যিই আজ রাতে রান্না করতে চাই না",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5944, Requested 401. Please try again in 3.45s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@ লরেন কনরাড এটি কেন্দ্রীয় সময়ও করেছিল।,0,angry,high,direct address with @ and negative tone,,
আমি এইমাত্র একটি ফোন পেয়েছি যে আমাকে আদালতে সাবপোনা করা হতে পারে,0,stressed,high,threat of legal action,,
হাআআআআআআআ আমার নানী এই সপ্তাহান্তে মার্কিন যুক্তরাষ্ট্রে উড়ে যাবেন! আমিও চাই,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5919, Requested 388. Please try again in 3.07s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
আমার vw কফির মত স্বাদ.,0,sad,high,dislike of coffee,,
আহ মহান সময় w. @এমিলিয়াগুইলন এবং @alejandra291992! হাহা আমরা অনেক হাসলাম!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5935, Requested 374. Please try again in 3.09s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
আমি জেগে আছি তবুও ক্লান্ত!!!!,0,tired,high,exhaustion expressed,,
আমি হ্যাজেল এবং আমান্ডা কেনাকাটা করতে দূরে আছি/ সিনেমায় যাবো তারপর আজ রাতে হ্যাজেল এ থাকবো তাই আগামীকাল পর্যন্ত টুইটার নেই,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5847, Requested 441. Please try again in 2.88s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
আমার ছোট ভাইয়ের সাথে বিকেলটা কাটাচ্ছি,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5928, Requested 342. Please try again in 2.699999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
এখন! হাহা এক্স,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5894, Requested 313. Please try again in 2.07s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@ জোনাসব্রদারস ফ্র্যাঙ্কি তৈরিতে একজন তারকা, তিনি দুর্দান্ত!",4,happy,high,praising a celebrity,,
সবেমাত্র আমার আইন পরীক্ষা শেষ! এটা কঠিন ছিল! আমার গ্রুপ আমাকে বড় বড় অ্যাসাইনমেন্টের জন্য চাপিয়ে দিয়েছে। আহ্!,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5859, Requested 429. Please try again in 2.88s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"ইমিউজিক দিন! Eels এবং Jarvis Cocker থেকে নতুন সঙ্গীত! এছাড়াও: ব্লো, ব্লাইন্ড পাইলট এবং পাল্প (এটি সব পাওয়ার জন্য কাজ করছে...)! &lt;3 ইমিউজিক ডে!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5781, Requested 447. Please try again in 2.28s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
