text_translated,polarity,llm_predicted_emotion,llm_confidence,llm_reason,human_verdict_CORRECT_or_actual_emotion,notes
ट्रॅफिकमध्ये अडकलो. 95S वर फरसबंदी,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5905, Requested 320. Please try again in 2.25s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
बाहेर पडलेल्या मुलाचे ऐकत आहे,4,happy,high,listening to a child outside,,
मला काही मूलभूत वेळ व्यवस्थापन कौशल्ये शिकण्याची नितांत गरज आहे!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5913, Requested 333. Please try again in 2.46s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@shaki_sm मी बघेन. तुम्ही ग्लासगोच्या मध्यभागी राहता का? माझा जन्म बेलशिल येथे झाला &amp; बोथवेलमध्ये वाढला. मला Tunnocks pies आठवतात,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5936, Requested 370. Please try again in 3.059999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
माद्रिदहून परत येण्याची लाज वाटली एक सुंदर वेळ! पण एक चांगला कप चहा पुन्हा सहज उपलब्ध होणे चांगले आहे...,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5891, Requested 352. Please try again in 2.43s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@TatianaToT होय मॅडम.. लॉक केलेले &amp;&amp; लोड केलेले मला आता TN ची सहल करायला हवी आहे.,4,happy,high,expressing enthusiasm,,
मी नुकतेच Engadget वर एक पोस्ट पाहिली ज्यामध्ये Nintendo Powerglove चे चित्र होते.  माझ्याकडे कधीच नव्हते.,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5968, Requested 345. Please try again in 3.13s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@MelFresh27 तुम्ही जे काही ठरवा, कृपया मला काही पाठवू शकाल का? मला खरंच आज रात्री स्वयंपाक करायचा नाही",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5938, Requested 350. Please try again in 2.88s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@लॉरेन कॉनराडने मध्यवर्ती वेळेतही केले.,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5915, Requested 318. Please try again in 2.33s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
मला नुकताच एक फोन आला की मला कोर्टात सादरीकरण केले जाईल,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5950, Requested 325. Please try again in 2.75s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
haaaaaaaaaaaaa माझी आजी या शनिवार व रविवार यूएसए ला उडते! मला पण पाहिजे,0,sad,high,missing loved one,,
माझ्या व्हीडब्ल्यूची चव कॉफीसारखी आहे.,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5977, Requested 319. Please try again in 2.96s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
आह छान वेळ w. @emilyaguillon आणि @alejandra291992! हाहा आम्ही खूप हसलो!,4,happy,high,laughter and excitement,,
मी जागा आहे पण तरीही थकलो आहे!!!!,0,tired,high,expresses physical exhaustion,,
मी हेझेल आणि अमांडा खरेदी करण्यासाठी/सिनेमाला जाण्यासाठी दूर आहेत मग आज रात्री हेझेलमध्ये राहा त्यामुळे उद्यापर्यंत ट्विटर नाही,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5880, Requested 371. Please try again in 2.51s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
दुपार माझ्या लहान भावासोबत घालवत आहे,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5931, Requested 317. Please try again in 2.48s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
आता! हाहा एक्स,4,happy,high,expressive laughter,,
आज रात्री आवाज चालवावा लागेल त्यामुळे ती कार्लोसचा शेवटचा TWHFaces शो चुकवेल,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5904, Requested 339. Please try again in 2.43s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
नुकतीच माझी कायद्याची परीक्षा संपली! हे कठीण होते! माझ्या गटाने मला मोठ्या मोठ्या असाइनमेंटसाठी फसवले. आह!,0,stressed,high,difficult exam and assignments,,
"संगीत दिवस! ईल्स आणि जार्विस कॉकरचे नवीन संगीत! तसेच: द ब्लो, ब्लाइंड पायलट आणि पल्प (हे सर्व मिळवण्यासाठी काम करत आहे...)! &lt;3 संगीत दिवस!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5824, Requested 373. Please try again in 1.97s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
