text_translated,polarity,llm_predicted_emotion,llm_confidence,llm_reason,human_verdict_CORRECT_or_actual_emotion,notes
हिजो यो एक अद्भुत दिन हो तर भोलि स्कूल,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5959, Requested 315. Please try again in 2.74s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
jeydons भिडियो हेर्दै! -100 वर्ष यो राम्रो !!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5892, Requested 319. Please try again in 2.109999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@andyclemmensen ily xoxo thx धेरै धेरै जन्मदिनको शुभकामना msn भन्नको लागि!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5896, Requested 333. Please try again in 2.29s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@therabbitshole LU को लागि सामाजिक ग्राफ र सामाजिक सन्दर्भको उपयोग गर्नु एक उत्कृष्ट दिशा हो, तपाई केटाहरू यस मार्गमा जाँदै हुनुहुन्छ भन्ने कुरा सुनेर राम्रो लाग्यो",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5831, Requested 378. Please try again in 2.089999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@knic26 म दक्षिणी हुँ! LOL! आह, तिमीले मलाई कति राम्ररी चिन्छौ, डार्लिन!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5912, Requested 334. Please try again in 2.46s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
सानो सर्वेक्षणको जवाफ दिँदै।,4,happy,high,positive response,,
@vaninais umm स्टार ट्रेक? nah jokesss तपाईको एकाग्रता र कडा परिश्रमबाट आउने सबै राम्रा चीजहरूको बारेमा सोच्नुहोस्,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5922, Requested 353. Please try again in 2.75s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@danceforlife7 मैले भर्खर Zaq लाई टेक्स्ट गरें। मलाई लाग्छ कि म आज राती तपाईलाई भेट्नेछु राम्रो कुरा तपाईले यसको बारेमा ट्वीट गर्नुभयो नत्र म कहिल्यै देखा पर्ने थिइनँ,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5892, Requested 386. Please try again in 2.78s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"म नयाँ लुकमा स्कर्टको प्रेममा छु, ओह किन यो पहिले नै वेतन दिन सकिँदैन",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5903, Requested 336. Please try again in 2.389999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"कस्तो हृदयविदारक! मलाई थाहा छैन उसले आफैलाई रोक्न सक्छ कि छैन, हामी अझै पनि उसलाई बच्चाको सूत्र खुवाउँछौं। र पानी पर्यो भने के हुन्छ? आशा छ ऊ छिट्टै फर्किनेछ",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5870, Requested 385. Please try again in 2.55s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
haaaaaaaaaaaaa मेरी हजुरआमा यस सप्ताहन्तमा संयुक्त राज्य अमेरिका जान्छु! म पनि चाहन्छु,0,sad,high,missing loved one,,
@mileycyrus yaaahh तपाईं जित्नुहुनेछ किनभने सबैले तपाईंलाई लुकाउँछन् र तपाईंलाई भोट गर्नेछन् !! like mee everyday;) &lt;33 म तिमीलाई माया गर्छु â¥,4,happy,high,enthusiastic fan message,,
"संगीत दिवस! Eels र Jarvis Cocker बाट नयाँ संगीत! साथै: द ब्लो, ब्लाइन्ड पायलट र पल्प (यो सबै प्राप्त गर्न काम गर्दै...)! &lt;3 संगीत दिवस!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5844, Requested 361. Please try again in 2.049999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@8chocolate lol - त्यसैले मैले दिनमा ५ माइल हिड्नु पर्छ र हरेक दिन बिहानको खाजामा फलफूल र दही खानु पर्छ,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5949, Requested 347. Please try again in 2.96s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@Nkcaump आशा छ आजको रात हिजो राती भन्दा राम्रो हुनेछ! मैले ग्रेन्केको पीडा महसुस गरें #Royals,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5894, Requested 346. Please try again in 2.4s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@shelliwazzu Lol धन्यवाद,4,happy,high,expressing gratitude,,
पछिल्लो केही घण्टा तालमा बिताएपछि घर जाँदै,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5912, Requested 322. Please try again in 2.34s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@KimKardashian म पनि!,0,angry,high,exclamation and direct address,,
