text_translated,polarity,llm_predicted_emotion,llm_confidence,llm_reason,human_verdict_CORRECT_or_actual_emotion,notes
@xoxo_tiffy ते बी-नगरस्य सर्वथा दुर्निरूपणं कुर्वन्ति,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5905, Requested 326. Please try again in 2.31s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
अहं अधुना एव Engadget इत्यत्र एकं पोस्ट् दृष्टवान् यस्मिन् Nintendo Powerglove इत्यस्य pic आसीत्।  मम कदापि एकः नासीत्।,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5888, Requested 355. Please try again in 2.43s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@charlestrippy कदापि न मन्यते अहं असफलः अभवम् अहं कॅमेरा पार्श्वे पर्याप्तकालं यावत् न धारितवान् यत् सः विस्तृतपर्दे स्विच् कर्तुं शक्नोति हा,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5846, Requested 378. Please try again in 2.24s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@LaurenConrad इदं केन्द्रीयसमयम् अपि कृतवान्।,0,angry,low,incomprehensible text,,
मम अधुना एव एकः दूरभाषः प्राप्तः यत् अहं न्यायालयाय आह्वानपत्रं भवेयम्,0,stressed,high,receiving a call related to a court summons,,
haaaaaaaaaaaaa मम दादी अस्मिन् सप्ताहान्ते USA -नगरं प्रति उड्डीय गच्छति ! अहं toooo इच्छामि,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5962, Requested 341. Please try again in 3.03s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@Nkcaump आशास्ति अद्य रात्रौ गतरात्रेः अपेक्षया उत्तमं गच्छति! ग्रेन्के इत्यस्य पीडा # Royals इति मया अनुभूतम्,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5866, Requested 353. Please try again in 2.19s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
मम अत्यन्तं आवश्यकं यत् किञ्चित् मूलभूतं समयव्यवस्थापनकौशलं ज्ञातव्यम्!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5958, Requested 335. Please try again in 2.93s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
इम जागृतः किन्तु अद्यापि श्रान्तः !!!!,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5916, Requested 315. Please try again in 2.31s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
me hazel and amanda r away to shop/ go to the cinema then stayin at hazels tonight so श्वः यावत् twitter नास्ति,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5925, Requested 330. Please try again in 2.55s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
मम लघुभ्रात्रा सह अपराह्णं व्यतीतवान्,4,happy,high,celebratory tone,,
अधुना! हाहा x,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5926, Requested 304. Please try again in 2.3s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
अद्य रात्रौ ध्वनिं चालयितुं भवति अतः सा carlos इत्यस्य अन्तिमं TWHFaces शो त्यक्ष्यति,0,stressed,high,concern about noise disturbing sleep,,
अधुना एव मम विधिपरीक्षा समाप्तवती! कठिनम् आसीत्! मम समूहः मां महतः विशालस्य कार्यस्य कृते पेचम् अकरोत्। आह !,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5915, Requested 361. Please try again in 2.76s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"Emusic दिवसः ! Eels and Jarvis Cocker इत्येतयोः नूतनं संगीतम्! अपि च: द ब्लो, ब्लाइंड पायलट् तथा पल्प् (सर्वं प्राप्तुं कार्यं कुर्वन्...)! &lt;3 इमुसिक दिवस!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5852, Requested 375. Please try again in 2.269999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
