text_translated,polarity,llm_predicted_emotion,llm_confidence,llm_reason,human_verdict_CORRECT_or_actual_emotion,notes
ട്രാഫിക്കിൽ കുടുങ്ങി. 95 എസ്സിൽ നടപ്പാത,0,stressed,high,traffic congestion,,
കുട്ടി വീഴുന്നത് കേൾക്കുന്നു,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5950, Requested 340. Please try again in 2.9s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"യഥാർത്ഥ രക്തം നല്ലതായിരുന്നു! വാമ്പയർമാർ ഇപ്പോഴും എനിക്ക് മോശമാണ്, എന്നിരുന്നാലും നഴ്‌സ് എൻ്റെ രക്തം 8 തവണ എടുത്തത് എന്നെ ഓർമ്മിപ്പിക്കുന്നു, കാരണം അവൾ പരിശീലനത്തിലായിരുന്നു!",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5672, Requested 575. Please try again in 2.469999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@shaki_sm ഞാൻ നോക്കാം. നിങ്ങൾ ഗ്ലാസ്‌ഗോയുടെ മധ്യഭാഗത്താണോ താമസിക്കുന്നത്? ബെൽഷില്ലിലാണ് ഞാൻ ജനിച്ചത് &amp; ബോത്ത്‌വെല്ലിലാണ് വളർന്നത്. എനിക്ക് ടണ്ണോക്സ് പീസ് മിസ്,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5847, Requested 534. Please try again in 3.81s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ആഹാ വലിയ സമയം w. @emilyaguillon ഉം @alejandra291992 ഉം! ഹഹ; ഞങ്ങൾ ടൺ കണക്കിന് ചിരിച്ചു!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5889, Requested 392. Please try again in 2.81s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@xoxo_tiffy അവർ ബി-ടൗണിനെ പൂർണ്ണമായും തെറ്റായി പ്രതിനിധീകരിക്കുകയാണ്,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5903, Requested 400. Please try again in 3.03s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
നിൻടെൻഡോ പവർഗ്ലോവിൻ്റെ ചിത്രമുള്ള ഒരു പോസ്റ്റ് ഞാൻ എൻഗാഡ്‌ജെറ്റിൽ കണ്ടു.  എനിക്കൊരിക്കലും ഉണ്ടായിരുന്നില്ല.,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5895, Requested 467. Please try again in 3.62s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@MelFresh27 നിങ്ങൾ എന്ത് തീരുമാനമെടുത്താലും, ദയവായി എൻ്റെ വഴി അയയ്ക്കാമോ? ഇന്ന് രാത്രി പാചകം ചെയ്യാൻ ഞാൻ ആഗ്രഹിക്കുന്നില്ല",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5764, Requested 477. Please try again in 2.41s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@ലോറൻ കോൺറാഡ് അത് കേന്ദ്ര സമയവും ചെയ്തു.,0,angry,high,direct address with criticism,,
ഞാൻ കോടതിയിൽ സബ്‌പോണയായിരിക്കാം എന്ന് എനിക്ക് ഒരു ഫോൺ കോൾ ലഭിച്ചു,0,stressed,high,court appearance,,
haaaaaaaaaaa എൻ്റെ മുത്തശ്ശി ഈ വാരാന്ത്യത്തിൽ യുഎസ്എയിലേക്ക് പറക്കുന്നു! എനിക്കും വേണം,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5854, Requested 413. Please try again in 2.67s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
എൻ്റെ vw കാപ്പിയുടെ രുചിയാണ്.,0,sad,high,dislike of coffee,,
എനിക്ക് ചില അടിസ്ഥാന സമയ മാനേജ്മെൻ്റ് കഴിവുകൾ പഠിക്കേണ്ടതുണ്ട്!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5880, Requested 396. Please try again in 2.76s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"ഞാൻ ഉണർന്നിരിക്കുന്നു, പക്ഷേ ഇപ്പോഴും ക്ഷീണിതനാണ്!!!!",0,stressed,high,expresses exhaustion,,
"ഞാനും അമാൻഡയും ഷോപ്പിംഗിനും / സിനിമയ്ക്ക് പോകാനും പോകുന്നു, തുടർന്ന് ഇന്ന് രാത്രി ഹേസൽസിൽ തങ്ങുന്നു, അതിനാൽ നാളെ വരെ ട്വിറ്ററില്ല",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5810, Requested 507. Please try again in 3.17s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
എൻ്റെ ചെറിയ സഹോദരനോടൊപ്പം ഉച്ചതിരിഞ്ഞ് ചെലവഴിക്കുന്നു,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5880, Requested 384. Please try again in 2.639999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ഇപ്പോൾ! ഹഹ x,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5935, Requested 312. Please try again in 2.469999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"ഇന്ന് രാത്രി ശബ്ദമുണ്ടാക്കണം, അതിനാൽ അവൾക്ക് കാർലോസിൻ്റെ അവസാന TWHFaces ഷോ നഷ്‌ടമാകും",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5867, Requested 423. Please try again in 2.9s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
എൻ്റെ നിയമ പരീക്ഷ കഴിഞ്ഞു! അത് ബുദ്ധിമുട്ടായിരുന്നു! വലിയ വലിയ അസൈൻമെൻ്റിനായി എൻ്റെ സംഘം എന്നെ ചതിച്ചു. ആഹ്!,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5893, Requested 471. Please try again in 3.64s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"എമ്യൂസിക് ദിനം! ഈൽസിൽ നിന്നും ജാർവിസ് കോക്കറിൽ നിന്നും പുതിയ സംഗീതം! കൂടാതെ: ദി ബ്ലോ, ബ്ലൈൻഡ് പൈലറ്റ്, പൾപ്പ് (എല്ലാം നേടുന്നതിനായി പ്രവർത്തിക്കുന്നു...)! &lt;3 എമ്യൂസിക് ദിനം!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5744, Requested 566. Please try again in 3.1s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
