text_translated,polarity,llm_predicted_emotion,llm_confidence,llm_reason,human_verdict_CORRECT_or_actual_emotion,notes
@Mica_ మీకు అర్థమైంది...నేను మీకు DM చేయడానికి ప్రయత్నించాను buuuuut...lol.,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5849, Requested 396. Please try again in 2.45s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@laurfree ధన్యవాదాలు!  రెండు వారాల కంటే తక్కువ సమయం ఉంది, అవును!! వారాంతంలో సెలవు తీసుకోవడం ఒక అద్భుతమైన ఆలోచన, మీ అంచనాలతో అదృష్టం!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5782, Requested 501. Please try again in 2.83s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
నేను నిర్విరామంగా కొన్ని ప్రాథమిక సమయ నిర్వహణ నైపుణ్యాలను నేర్చుకోవాలి!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5873, Requested 421. Please try again in 2.94s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ఇతర వార్తలలో నా కాలు విరిగినందున చెప్పులు లేకుండా జిమ్‌లో బైక్‌పై... నేను అత్యంత అద్భుతమైన చికెన్ mmmmని BBQ చేసాను,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5754, Requested 477. Please try again in 2.31s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
మాడ్రిడ్ నుండి తిరిగి రావడం సిగ్గుచేటు! కానీ మంచి కప్పు టీ మళ్లీ అందుబాటులోకి రావడం మంచిది...,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5790, Requested 450. Please try again in 2.4s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@TatianaToT అవును మేడమ్.. లాక్ చేయబడింది &amp;&amp; లోడ్ చేయబడింది. నేను ఇప్పుడు TNకి వెళ్లాలి.,4,happy,high,positive response to a situation,,
@gryphusnick నోప్స్ యార్.. నేను ట్రెక్‌కి వెళ్తున్నాను... మరో రోజు,0,stressed,high,expressing frustration and urgency,,
"@MelFresh27 మీరు ఏ నిర్ణయం తీసుకున్నా, దయచేసి నా మార్గాన్ని పంపగలరా? నాకు ఈ రాత్రి వంట చేయడం నిజంగా ఇష్టం లేదు",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5750, Requested 462. Please try again in 2.12s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
నిన్న ఇది అద్భుతమైన రోజు కానీ రేపు పాఠశాల,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5909, Requested 365. Please try again in 2.74s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@gonzalezdiego ధన్యవాదాలు,4,happy,high,gratitude expression,,
@erinkatiehale నా బ్యాగ్ నుండి అదృశ్యమయ్యాడు,0,stressed,high,lost item,,
నా vw రుచి కాఫీ లాగా ఉంటుంది.,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5962, Requested 342. Please try again in 3.04s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ఆహ్ గొప్ప సమయం w. @emilyaguillon మరియు @alejandra291992! హాహా; మేము టన్నుల కొద్దీ నవ్వాము!,4,happy,high,laughter and celebration,,
@HaileyATL మరియు ముందుగానే వదిలి ఉండకపోతే హాహా అప్పుడు ఇది అద్భుతమైన రోజుగా ఉండేది&lt;3 హా మీ మార్పులు చాలా బాగున్నాయి!,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5837, Requested 479. Please try again in 3.16s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
బడ్జెట్ వేయడం చాలా కష్టం... నాకు ఇంకా పెళ్లి కూడా కాలేదు,4,happy,high,positive sentiment and mention of marriage,,
"నేను హాజెల్ మరియు అమండా షాపింగ్ చేయడానికి/సినిమాకు వెళ్లడానికి దూరంగా ఉన్నాను, ఈ రాత్రి హాజెల్స్‌లో ఉంటాను కాబట్టి రేపటి వరకు ట్విట్టర్ లేదు",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5780, Requested 538. Please try again in 3.179999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@musiclover37209 హా బాగుంది! నేను దాన్ని తనిఖీ చేయాలి,4,happy,high,expressing excitement,,
"@జోనాస్‌బ్రదర్స్ ఫ్రాంకీ మేకింగ్‌లో ఒక స్టార్, అతను అద్భుతంగా ఉన్నాడు!",4,happy,high,praising performance,,
@లారెన్ కాన్రాడ్ ఇది సెంట్రల్ టైమ్ కూడా చేసింది.,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5939, Requested 375. Please try again in 3.14s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
వాతావరణం కారణంగా కాఫీకి అలవాటు పడ్డాను...ఇంటికి వెళ్లడానికి వేచి ఉండలేను,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5961, Requested 424. Please try again in 3.849999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
