text_translated,polarity,llm_predicted_emotion,llm_confidence,llm_reason,human_verdict_CORRECT_or_actual_emotion,notes
"@therabbitshole LU க்கான சமூக வரைபடம் மற்றும் சமூக சூழலைப் பயன்படுத்துவது ஒரு அற்புதமான திசையாகும், நண்பர்களே நீங்கள் இந்த வழியில் செல்வதைக் கேட்பதில் மகிழ்ச்சி",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5828, Requested 497. Please try again in 3.25s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@knic26 நான் தெற்கு! LOL! ஆ, உனக்கு என்னை எவ்வளவு நன்றாகத் தெரியும், டார்லின்!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5907, Requested 385. Please try again in 2.92s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ஒரு சிறிய ஆய்வுக்கு பதில்.,4,happy,high,positive response to a small task,,
@vaninais umm ஸ்டார் ட்ரெக்? nah jokesss உங்கள் செறிவு மற்றும் கடின உழைப்பால் வெளிவரும் அனைத்து நல்ல விஷயங்களையும் நினைத்துப் பாருங்கள்,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5827, Requested 456. Please try again in 2.83s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@danceforlife7 நான் Zaqக்கு குறுஞ்செய்தி அனுப்பினேன். இன்றிரவு நான் உங்களைப் பார்ப்பேன் என்று நினைக்கிறேன், நீங்கள் அதைப் பற்றி ட்வீட் செய்திருப்பது நல்லது, இல்லையெனில் நான் ஒருபோதும் வரமாட்டேன்",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5756, Requested 538. Please try again in 2.94s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"நான் புதிய தோற்றத்தில் ஒரு பாவாடையை காதலிக்கிறேன், ஏன் இது ஏற்கனவே சம்பளமாக இருக்க முடியாது",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5834, Requested 422. Please try again in 2.56s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"என்ன ஒரு மனவேதனை! அவர் தன்னைத் தானே தற்காத்துக் கொள்ள முடியுமா என்று எனக்குத் தெரியவில்லை, நாங்கள் இன்னும் அவருக்கு குழந்தை சூத்திரத்தை ஊட்டுகிறோம். மேலும் மழை பெய்தால் என்ன செய்வது? அவர் விரைவில் திரும்பி வருவார் என்று நம்புகிறேன்",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5720, Requested 606. Please try again in 3.26s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
haaaaaaaaaaa இந்த வார இறுதியில் என் பாட்டி அமெரிக்காவிற்கு பறக்கிறார்! எனக்கும் வேண்டும்,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5925, Requested 397. Please try again in 3.22s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@mileycyrus yaaahh நீங்கள் வெல்வீர்கள், ஏனென்றால் எல்லோரும் உங்களைப் பார்த்து உங்களுக்கு வாக்களிக்கப் போகிறார்கள் !! என்னைப் போலவே தினமும் ;) &lt;33 ஐ லவ் யூ â¥",4,happy,high,enthusiastic support,,
"எமுசிக் தினம்! ஈல்ஸ் மற்றும் ஜார்விஸ் காக்கரின் புதிய இசை! மேலும்: தி ப்லோ, பிளைண்ட் பைலட் மற்றும் பல்ப் (அனைத்தையும் பெறுவதற்கான வேலை...)! &lt;3 எமுசிக் டே!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5744, Requested 492. Please try again in 2.36s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@8chocolate lol - அதனால்தான் நான் தினமும் 5 மைல்கள் நடக்க வேண்டும், தினமும் காலை உணவாக பழம் மற்றும் தயிர் சாப்பிட வேண்டும்",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5866, Requested 446. Please try again in 3.119999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@Nkcaump நேற்றைய இரவை விட இன்றிரவு சிறப்பாக இருக்கும் என்று நம்புகிறேன்! Greinke இன் வலியை உணர்ந்தேன் #Royals,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5835, Requested 420. Please try again in 2.55s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@shelliwazzu நன்றி,4,happy,high,expression of gratitude,,
கடந்த சில மணிநேரங்களை ஏரியில் செலவழித்துவிட்டு வீட்டிற்கு செல்கிறார்,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5885, Requested 388. Please try again in 2.73s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@KimKardashian நானும்!,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5981, Requested 309. Please try again in 2.9s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
