text_translated,polarity,llm_predicted_emotion,llm_confidence,llm_reason,human_verdict_CORRECT_or_actual_emotion,notes
ಸಂಚಾರ ದಟ್ಟಣೆಯಲ್ಲಿ ಸಿಲುಕಿದೆ. 95S ನಲ್ಲಿ ನೆಲಗಟ್ಟು,0,stressed,high,traffic congestion,,
"@laurfree ಧನ್ಯವಾದಗಳು!  ಹೋಗಲು ಎರಡು ವಾರಗಳಿಗಿಂತ ಕಡಿಮೆ ಸಮಯ, ಹೌದು!! ವಾರಾಂತ್ಯದ ರಜೆಯನ್ನು ತೆಗೆದುಕೊಳ್ಳುವುದು ಒಂದು ಅದ್ಭುತ ಕಲ್ಪನೆ, ನಿಮ್ಮ ಮೌಲ್ಯಮಾಪನಗಳೊಂದಿಗೆ ಅದೃಷ್ಟ!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5800, Requested 539. Please try again in 3.39s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ನಾನು ಕೆಲವು ಮೂಲಭೂತ ಸಮಯ ನಿರ್ವಹಣೆ ಕೌಶಲ್ಯಗಳನ್ನು ತನ್ಮೂಲಕ ಕಲಿಯಬೇಕಾಗಿದೆ!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5892, Requested 409. Please try again in 3.01s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@shaki_sm ನಾನು ನೋಡುತ್ತೇನೆ. ನೀವು ಗ್ಲ್ಯಾಸ್ಗೋದ ಮಧ್ಯದಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದೀರಾ? ನಾನು ಬೆಲ್‌ಶಿಲ್‌ನಲ್ಲಿ ಜನಿಸಿದೆ &amp; ಬೋತ್‌ವೆಲ್‌ನಲ್ಲಿ ಬೆಳೆದರು. ನಾನು Tunnocks ಪೈಗಳನ್ನು ಕಳೆದುಕೊಳ್ಳುತ್ತೇನೆ,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5811, Requested 565. Please try again in 3.76s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ಮ್ಯಾಡ್ರಿಡ್‌ನಿಂದ ಹಿಂತಿರುಗಲು ನಾಚಿಕೆಗೇಡು ಒಂದು ಸುಂದರವಾದ ಸಮಯವನ್ನು ಹೊಂದಿತ್ತು! ಆದರೆ ಯೋಗ್ಯವಾದ ಕಪ್ ಚಹಾವು ಮತ್ತೊಮ್ಮೆ ಲಭ್ಯವಾಗುವುದು ಒಳ್ಳೆಯದು ...,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5800, Requested 521. Please try again in 3.21s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@TatianaToT ಹೌದು ಮೇಡಂ.. ಲಾಕ್ ಮಾಡಲಾಗಿದೆ &amp;&amp; ಲೋಡ್ ಮಾಡಲಾಗಿದೆ. ನಾನು ಈಗ TN ಗೆ ಪ್ರವಾಸ ಮಾಡಬೇಕಾಗಿದೆ.,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5791, Requested 426. Please try again in 2.17s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ನಾನು ನಿಂಟೆಂಡೊ ಪವರ್‌ಗ್ಲೋವ್‌ನ ಚಿತ್ರವನ್ನು ಹೊಂದಿರುವ ಎಂಗಾಡ್ಜೆಟ್‌ನಲ್ಲಿ ಪೋಸ್ಟ್ ಅನ್ನು ನೋಡಿದೆ.  ನಾನು ಎಂದಿಗೂ ಒಂದನ್ನು ಹೊಂದಿರಲಿಲ್ಲ.,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5779, Requested 502. Please try again in 2.81s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@MelFresh27 ನೀವು ಏನೇ ನಿರ್ಧರಿಸಿದರೂ, ದಯವಿಟ್ಟು ನನ್ನ ದಾರಿಯನ್ನು ಕಳುಹಿಸಬಹುದೇ? ನಾನು ಇಂದು ರಾತ್ರಿ ಅಡುಗೆ ಮಾಡಲು ಬಯಸುವುದಿಲ್ಲ",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5801, Requested 472. Please try again in 2.73s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@LaurenConrad ಇದು ಕೇಂದ್ರ ಸಮಯವನ್ನೂ ಮಾಡಿದೆ.,0,angry,high,direct criticism,,
ನಾನು ನ್ಯಾಯಾಲಯಕ್ಕೆ ಸಬ್‌ಪೋನಾ ಮಾಡಬಹುದೆಂದು ನನಗೆ ಫೋನ್ ಕರೆ ಬಂದಿದೆ,0,stressed,high,court summons received,,
@erinkatiehale ನನ್ನ ಚೀಲದಿಂದ ಕಣ್ಮರೆಯಾಯಿತು,0,sad,high,lost item,,
ನನ್ನ vw ರುಚಿ ಕಾಫಿಯಂತೆ.,0,angry,high,dislike expressed,,
ಆಹ್ ಉತ್ತಮ ಸಮಯ ಡಬ್ಲ್ಯೂ. @emilyaguillon ಮತ್ತು @ alejandra291992! ಹಾಹಾ; ನಾವು ಟನ್ ಗಟ್ಟಲೆ ನಗುತ್ತಿದ್ದೆವು!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5872, Requested 415. Please try again in 2.87s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ನಾನು ಎಚ್ಚರವಾಗಿದ್ದೇನೆ ಆದರೆ ಇನ್ನೂ ದಣಿದಿದ್ದೇನೆ!!!!,0,stressed,high,expresses anxiety and alertness,,
ಬಜೆಟ್ ಮಾಡುವುದು ಕಷ್ಟ... ನಾನು ಇನ್ನೂ ಮದುವೆಯಾಗಿಲ್ಲ;,4,happy,high,positive sentiment and marriage context,,
ನಾನು ಹ್ಯಾಝೆಲ್ ಮತ್ತು ಅಮಂಡಾ ಶಾಪಿಂಗ್ ಮಾಡಲು/ಸಿನಿಮಾಕ್ಕೆ ಹೋಗಿ ನಂತರ ಇಂದು ರಾತ್ರಿ ಹ್ಯಾಝೆಲ್‌ನಲ್ಲಿ ಇರಿ ಹಾಗಾಗಿ ನಾಳೆಯವರೆಗೆ ಟ್ವಿಟರ್ ಇಲ್ಲ,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5799, Requested 507. Please try again in 3.059999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ಈಗ! ಹಾಹಾ x,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5957, Requested 309. Please try again in 2.66s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@Jonasbrothers ಫ್ರಾಂಕಿ ಅವರು ನಿರ್ಮಾಣದಲ್ಲಿ ಒಬ್ಬ ತಾರೆ, ಅವರು ಅದ್ಭುತ!",4,happy,high,praising Jonas brothers,,
ನನ್ನ ಕಾನೂನು ಪರೀಕ್ಷೆ ಮುಗಿದಿದೆ! ಇದು ಕಷ್ಟವಾಗಿತ್ತು! ದೊಡ್ಡ ದೊಡ್ಡ ಹುದ್ದೆಗಾಗಿ ನನ್ನ ಗುಂಪು ನನ್ನನ್ನು ಕೆಡಿಸಿತು. ಆಹ್!,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5873, Requested 474. Please try again in 3.47s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"ಎಮುಸಿಕ್ ದಿನ! ಈಲ್ಸ್ ಮತ್ತು ಜಾರ್ವಿಸ್ ಕಾಕರ್ ಅವರಿಂದ ಹೊಸ ಸಂಗೀತ! ಹಾಗೆಯೇ: ಬ್ಲೋ, ಬ್ಲೈಂಡ್ ಪೈಲಟ್ ಮತ್ತು ಪಲ್ಪ್ (ಎಲ್ಲವನ್ನೂ ಪಡೆಯುವಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಿದೆ...)! &lt;3 ಎಮುಸಿಕ್ ದಿನ!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5752, Requested 550. Please try again in 3.02s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
