text_translated,polarity,llm_predicted_emotion,llm_confidence,llm_reason,human_verdict_CORRECT_or_actual_emotion,notes
"@taylorswift13 ਹੇ ਟੇ!!!! ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ???? ਮੈਂ ਤੁਹਾਡੇ ਗੀਤਾਂ ਨੂੰ ਹਮੇਸ਼ਾ ਲਈ ਪਿਆਰ ਕਰਦਾ ਹਾਂ, ਚਿੱਟੇ ਘੋੜੇ ਦੀ ਪਿਆਰ ਕਹਾਣੀ.... FOLLOW ME, GIRL... LOVE, FLOR",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5838, Requested 460. Please try again in 2.98s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@AmyAmber23 ਹਾਹਾ ਉਹਨਾਂ ਨੇ ਸਾਡੇ ਸਮੂਹ ਨੂੰ ਛੱਡ ਦਿੱਤਾ! ਹਾਲਾਂਕਿ ਮੈਨੂੰ ਇਹ ਦੇਖਣ ਲਈ ਨਹੀਂ ਮਿਲਿਆ.,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5906, Requested 418. Please try again in 3.24s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ਕੱਲ੍ਹ ਦਾ ਦਿਨ ਸ਼ਾਨਦਾਰ ਹੈ ਪਰ ਕੱਲ੍ਹ ਦਾ ਸਕੂਲ,0,sad,high,regretful mention of school,,
jeydons ਵੀਡੀਓ ਦੇਖ ਰਿਹਾ ਹੈ! -100 ਸਾਲ ਇਹ ਸ਼ਾਨਦਾਰ !!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5921, Requested 355. Please try again in 2.76s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@andyclemmensen ily xoxo thx msn ਨੂੰ ਜਨਮਦਿਨ ਦੀਆਂ ਵਧਾਈਆਂ ਦੇਣ ਲਈ ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ!,4,happy,high,birthday wishes,,
"@therabbitshole LU ਲਈ ਸਮਾਜਿਕ ਗ੍ਰਾਫ਼ ਅਤੇ ਸਮਾਜਿਕ ਸੰਦਰਭ ਦੀ ਵਰਤੋਂ ਕਰਨਾ ਇੱਕ ਸ਼ਾਨਦਾਰ ਦਿਸ਼ਾ ਹੈ, ਇਹ ਸੁਣ ਕੇ ਬਹੁਤ ਖੁਸ਼ੀ ਹੋਈ ਕਿ ਤੁਸੀਂ ਲੋਕ ਇਸ ਰਸਤੇ ਜਾ ਰਹੇ ਹੋ",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5723, Requested 499. Please try again in 2.219999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@knic26 ਮੈਂ ਦੱਖਣੀ ਹਾਂ! LOL! ਆਹ, ਤੁਸੀਂ ਮੈਨੂੰ ਕਿੰਨੀ ਚੰਗੀ ਤਰ੍ਹਾਂ ਜਾਣਦੇ ਹੋ, ਡਾਰਲਿਨ '!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5947, Requested 406. Please try again in 3.53s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
ਇੱਕ ਛੋਟੇ ਸਰਵੇਖਣ ਦਾ ਜਵਾਬ.,4,happy,high,positive response,,
@vaninais umm ਸਟਾਰ ਟ੍ਰੈਕ? nah jokesss ਉਨ੍ਹਾਂ ਸਾਰੀਆਂ ਚੰਗੀਆਂ ਚੀਜ਼ਾਂ ਬਾਰੇ ਸੋਚੋ ਜੋ ਤੁਹਾਡੀ ਇਕਾਗਰਤਾ ਅਤੇ ਮਿਹਨਤ ਨਾਲ ਨਿਕਲਣਗੀਆਂ,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5862, Requested 458. Please try again in 3.2s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@danceforlife7 ਮੈਂ ਹੁਣੇ ਜ਼ੈਕ ਨੂੰ ਟੈਕਸਟ ਕੀਤਾ। ਮੇਰਾ ਅੰਦਾਜ਼ਾ ਹੈ ਕਿ ਮੈਂ ਅੱਜ ਰਾਤ ਤੁਹਾਨੂੰ ਮਿਲਾਂਗਾ ਚੰਗੀ ਗੱਲ ਇਹ ਹੈ ਕਿ ਤੁਸੀਂ ਇਸ ਬਾਰੇ ਟਵੀਟ ਕੀਤਾ ਹੈ ਨਹੀਂ ਤਾਂ ਮੈਂ ਕਦੇ ਨਹੀਂ ਦਿਖਾਈ ਦਿੰਦਾ,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5716, Requested 544. Please try again in 2.6s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"ਮੈਨੂੰ ਨਵੀਂ ਦਿੱਖ ਵਾਲੀ ਸਕਰਟ ਨਾਲ ਪਿਆਰ ਹੈ, ਓਏ ਇਹ ਪਹਿਲਾਂ ਹੀ ਤਨਖਾਹ ਵਾਲਾ ਕਿਉਂ ਨਹੀਂ ਹੋ ਸਕਦਾ",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5797, Requested 426. Please try again in 2.23s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"ਕਿੰਨਾ ਦਿਲ ਟੁੱਟਣਾ! ਮੈਨੂੰ ਨਹੀਂ ਪਤਾ ਕਿ ਕੀ ਉਹ ਆਪਣੇ ਆਪ ਨੂੰ ਸੰਭਾਲ ਸਕਦਾ ਹੈ, ਅਸੀਂ ਅਜੇ ਵੀ ਉਸਨੂੰ ਬੱਚੇ ਦਾ ਫਾਰਮੂਲਾ ਖੁਆਉਂਦੇ ਹਾਂ। ਅਤੇ ਜੇਕਰ ਮੀਂਹ ਪੈ ਜਾਵੇ ਤਾਂ ਕੀ ਹੋਵੇਗਾ? ਉਮੀਦ ਹੈ ਕਿ ਉਹ ਜਲਦੀ ਵਾਪਸ ਆਵੇਗਾ",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5635, Requested 579. Please try again in 2.14s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
haaaaaaaaaaa ਮੇਰੀ ਦਾਦੀ ਇਸ ਹਫਤੇ ਦੇ ਅੰਤ ਵਿੱਚ ਅਮਰੀਕਾ ਲਈ ਉੱਡਦੀ ਹੈ! ਮੈਂ ਵੀ ਚਾਹੁੰਦਾ ਹਾਂ,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5873, Requested 405. Please try again in 2.78s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@mileycyrus yaaahh ਤੁਸੀਂ ਜਿੱਤਣ ਜਾ ਰਹੇ ਹੋ ਕਿਉਂਕਿ ਹਰ ਕੋਈ ਤੁਹਾਨੂੰ ਪਸੰਦ ਕਰਦਾ ਹੈ ਅਤੇ ਤੁਹਾਨੂੰ ਵੋਟ ਦੇਵੇਗਾ !! ਜਿਵੇਂ ਮੈਂ ਹਰ ਰੋਜ਼;) &lt;33 ਮੈਂ ਤੁਹਾਨੂੰ ਪਿਆਰ ਕਰਦਾ ਹਾਂ â¥,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5865, Requested 509. Please try again in 3.74s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"ਇਮਿਊਜ਼ਿਕ ਦਿਨ! ਈਲਸ ਅਤੇ ਜਾਰਵਿਸ ਕਾਕਰ ਤੋਂ ਨਵਾਂ ਸੰਗੀਤ! ਨਾਲ ਹੀ: ਦ ਬਲੋ, ਬਲਾਇੰਡ ਪਾਇਲਟ ਅਤੇ ਪਲਪ (ਇਹ ਸਭ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਕੰਮ ਕਰ ਰਿਹਾ ਹੈ...)! &lt;3 ਸੰਗੀਤ ਦਿਵਸ!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5719, Requested 506. Please try again in 2.25s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@8chocolate lol - ਇਸ ਲਈ ਮੈਨੂੰ ਰੋਜ਼ਾਨਾ 5 ਮੀਲ ਪੈਦਲ ਤੁਰਨਾ ਪੈਂਦਾ ਹੈ ਅਤੇ ਹਰ ਰੋਜ਼ ਨਾਸ਼ਤੇ ਵਿੱਚ ਫਲ ਅਤੇ ਯੱਗਰਟ ਖਾਣਾ ਪੈਂਦਾ ਹੈ,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5887, Requested 452. Please try again in 3.39s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@Nkcaump ਉਮੀਦ ਹੈ ਕਿ ਅੱਜ ਦੀ ਰਾਤ ਪਿਛਲੀ ਰਾਤ ਨਾਲੋਂ ਬਿਹਤਰ ਹੋਵੇਗੀ! ਮੈਂ ਗ੍ਰੀਨਕੇ ਦਾ ਦਰਦ #Royals ਮਹਿਸੂਸ ਕੀਤਾ,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5812, Requested 433. Please try again in 2.45s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@shelliwazzu Lol ਤੁਹਾਡਾ ਧੰਨਵਾਦ,4,happy,high,expressing gratitude,,
ਝੀਲ 'ਤੇ ਪਿਛਲੇ ਕੁਝ ਘੰਟੇ ਬਿਤਾਉਣ ਤੋਂ ਬਾਅਦ ਘਰ ਵੱਲ ਜਾਣਾ,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5824, Requested 374. Please try again in 1.98s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@KimKardashian ਮੈਂ ਵੀ!,0,angry,high,exclamation and direct address,,
