text_translated,polarity,llm_predicted_emotion,llm_confidence,llm_reason,human_verdict_CORRECT_or_actual_emotion,notes
ગઈકાલે તે એક અદ્ભુત દિવસ છે પરંતુ આવતીકાલે શાળા,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5921, Requested 373. Please try again in 2.94s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
jeydons વિડિયો જોઈ રહ્યા છીએ! -100 વર્ષ તે અદ્ભુત છે!!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5904, Requested 365. Please try again in 2.69s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@andyclemmensen ily xoxo thx ખૂબ ખૂબ શુભેચ્છાઓ એમએસએન પર જન્મદિવસની શુભેચ્છાઓ કહેવા બદલ!,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5915, Requested 407. Please try again in 3.22s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@therabbitshole LU માટે સામાજિક ગ્રાફ અને સામાજિક સંદર્ભનો ઉપયોગ કરવો એ એક અદ્ભુત દિશા છે, તમે લોકો આ માર્ગે જઈ રહ્યા છો તે સાંભળીને આનંદ થયો",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5707, Requested 498. Please try again in 2.049999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"@knic26 હું દક્ષિણી છું! LOL! આહ, તમે મને કેટલી સારી રીતે જાણો છો, ડાર્લિન!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5884, Requested 397. Please try again in 2.81s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
નાના સર્વેનો જવાબ આપવો.,4,happy,high,encouraging response,,
@vaninais ઉમમ સ્ટાર ટ્રેક? nah jokesss બધી સારી વસ્તુઓ વિશે વિચારો જે તમારી એકાગ્રતા અને મહેનતથી બહાર આવશે,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5827, Requested 443. Please try again in 2.699999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@danceforlife7 મેં હમણાં જ Zaq ને ટેક્સ્ટ કર્યો. મને લાગે છે કે હું તમને આજે રાત્રે મળીશ તે સારી વાત છે કે તમે તેના વિશે ટ્વિટ કર્યું છે નહીં તો હું ક્યારેય દેખાતો ન હોત,4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5701, Requested 537. Please try again in 2.38s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"હું નવા લુકમાં સ્કર્ટના પ્રેમમાં છું, ઓહ તે પહેલાથી જ શા માટે પગારદાર નથી",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5909, Requested 415. Please try again in 3.24s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
"કેવું હૃદયભંગ ! મને ખબર નથી કે તે પોતાની જાતને બચાવી શકે છે કે કેમ, અમે હજુ પણ તેને બેબી ફોર્મ્યુલા ખવડાવીએ છીએ. અને જો વરસાદ પડે તો? આશા છે કે તે જલ્દી પાછો આવશે",0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5714, Requested 548. Please try again in 2.62s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
haaaaaaaaaaaaa મારી દાદી આ સપ્તાહના અંતે યુએસએ જશે! હું પણ ઈચ્છું છું,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5909, Requested 386. Please try again in 2.949999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@mileycyrus yaaahh તમે જીતવાના છો કારણ કે દરેક જણ તમને જુએ છે અને તમને મત આપશે !! જેમ કે મને રોજબરોજ ;) &lt;33 હું તને પ્રેમ કરું છું â¥,4,happy,high,enthusiastic fan message,,
"ઈમ્યુઝિક દિવસ! ઈલ અને જાર્વિસ કોકરનું નવું સંગીત! પણ: ધ બ્લો, બ્લાઇન્ડ પાયલોટ અને પલ્પ (તે બધું મેળવવા પર કામ કરી રહ્યા છીએ...)! &lt;3 સંગીત દિવસ!",4,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5719, Requested 517. Please try again in 2.36s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@8ચોકલેટ લોલ - તેથી જ મારે દરરોજ 5 માઇલ ચાલવું પડે છે અને દરરોજ નાસ્તામાં ફળ અને દહીં ખાવું પડે છે,0,stressed,high,daily routine is a burden,,
@Nkcaump આશા છે કે આજની રાત ગઈ રાત કરતાં વધુ સારી જશે! મને ગ્રેંકેનું દર્દ #Royals લાગ્યું,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5862, Requested 420. Please try again in 2.82s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
@shelliwazzu Lol તમારો આભાર,4,happy,high,expressing gratitude,,
છેલ્લા થોડા કલાકો તળાવ પર વિતાવ્યા પછી ઘરે જવાનું,0,tired,high,ended a short time at the lake,,
@KimKardashian હું પણ!,0,neutral,low,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kv3ew38fe1dv34p0wznpx2tn` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5962, Requested 310. Please try again in 2.72s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",,
